Generation,ID,Fitness
0,0,90
0,1,81
0,2,81
0,3,81
0,4,81
0,5,81
0,6,81
0,7,81
0,8,81
0,9,81
0,10,81
0,11,81
0,12,81
0,13,81
0,14,81
0,15,81
0,16,81
0,17,81
0,18,81
0,19,81
0,20,81
0,21,81
0,22,81
0,23,81
0,24,81
0,25,81
0,26,81
0,27,81
0,28,81
0,29,81
0,30,81
0,31,81
0,32,81
0,33,81
0,34,81
0,35,81
0,36,81
0,37,81
0,38,81
0,39,81
0,40,81
0,41,81
0,42,81
0,43,81
0,44,81
0,45,81
0,46,81
0,47,81
0,48,81
0,49,81
0,50,90
0,51,81
0,52,81
0,53,81
0,54,81
0,55,81
0,56,81
0,57,81
0,58,81
0,59,81
0,60,81
0,61,81
0,62,81
0,63,81
0,64,90
0,65,81
0,66,81
0,67,81
0,68,90
0,69,81
0,70,81
0,71,81
0,72,81
0,73,81
0,74,81
0,75,81
0,76,81
0,77,81
0,78,81
0,79,90
0,80,81
0,81,81
0,82,81
0,83,81
0,84,81
0,85,81
0,86,81
0,87,81
0,88,81
0,89,81
0,90,81
0,91,81
0,92,81
0,93,81
0,94,81
0,95,81
0,96,81
0,97,81
0,98,81
0,99,81
0,100,81
0,101,81
0,102,81
0,103,81
0,104,81
0,105,81
0,106,81
0,107,81
0,108,81
0,109,81
0,110,81
0,111,81
0,112,81
0,113,81
0,114,81
0,115,81
0,116,81
0,117,81
0,118,81
0,119,81
0,120,81
0,121,81
0,122,81
0,123,81
0,124,81
0,125,81
0,126,81
0,127,81
0,128,81
0,129,81
0,130,81
0,131,81
0,132,81
0,133,81
0,134,81
0,135,81
0,136,81
0,137,81
0,138,81
0,139,81
0,140,81
0,141,81
0,142,81
0,143,81
0,144,81
0,145,81
0,146,81
0,147,81
0,148,81
0,149,81
0,150,81
0,151,81
0,152,90
0,153,81
0,154,81
0,155,81
0,156,81
0,157,81
0,158,81
0,159,81
0,160,81
0,161,81
0,162,90
0,163,81
0,164,81
0,165,81
0,166,81
0,167,81
0,168,81
0,169,90
0,170,81
0,171,90
0,172,81
0,173,81
0,174,81
0,175,81
0,176,81
0,177,81
0,178,81
0,179,90
0,180,81
0,181,81
0,182,81
0,183,81
0,184,81
0,185,81
0,186,81
0,187,81
0,188,81
0,189,81
0,190,81
0,191,81
0,192,81
0,193,81
0,194,81
0,195,90
0,196,81
0,197,81
0,198,81
0,199,81
1,0,90
1,209,90
1,207,90
1,0,90
1,388,90
1,370,90
1,233,99
1,337,99
1,79,90
1,229,90
1,293,90
1,372,99
1,205,90
1,256,90
1,235,99
1,344,90
1,372,99
1,229,90
1,363,90
1,235,99
1,235,99
1,279,90
1,319,90
1,50,90
1,362,90
1,256,90
1,279,90
1,354,90
1,224,90
1,359,90
1,388,90
1,0,90
1,202,90
1,337,99
1,300,90
1,357,90
1,398,99
1,320,90
1,179,90
1,233,99
1,280,90
1,235,99
1,152,90
1,337,99
1,388,90
1,293,90
1,337,99
1,337,99
1,200,90
1,390,90
1,233,99
1,179,90
1,398,99
1,334,90
1,337,99
1,354,90
1,330,90
1,152,90
1,369,90
1,249,90
1,311,90
1,289,90
1,283,90
1,211,90
1,398,99
1,274,90
1,359,90
1,398,99
1,68,90
1,330,90
1,50,90
1,195,90
1,235,99
1,398,99
1,242,90
1,398,99
1,283,90
1,381,90
1,195,90
1,337,99
1,269,90
1,368,90
1,389,90
1,171,90
1,162,90
1,207,90
1,341,90
1,328,90
1,319,90
1,235,99
1,343,90
1,239,90
1,211,90
1,364,90
1,346,90
1,372,99
1,64,90
1,398,99
1,398,99
1,278,90
1,372,99
1,363,90
1,390,90
1,0,90
1,202,90
1,391,90
1,218,90
1,341,90
1,200,90
1,235,99
1,378,90
1,300,90
1,263,90
1,211,90
1,64,90
1,390,90
1,169,90
1,238,90
1,357,90
1,397,90
1,372,99
1,372,99
1,50,90
1,204,90
1,269,90
1,370,90
1,233,99
1,372,99
1,362,90
1,272,90
1,235,99
1,235,99
1,68,90
1,289,90
1,391,90
1,398,99
1,380,90
1,337,99
1,372,99
1,320,90
1,337,99
1,398,99
1,264,90
1,325,90
1,372,99
1,233,99
1,237,90
1,364,90
1,211,90
1,397,90
1,381,90
1,169,90
1,369,90
1,372,99
1,398,99
1,237,90
1,389,90
1,325,90
1,298,90
1,372,99
1,354,90
1,233,99
1,209,90
1,372,99
1,391,90
1,216,90
1,381,90
1,79,90
1,377,90
1,171,90
1,50,90
1,370,90
1,392,90
1,279,90
1,68,90
1,300,90
1,50,90
1,237,90
1,216,90
1,320,90
1,233,99
1,264,90
1,204,90
1,263,90
1,359,90
1,208,90
1,202,90
1,398,99
1,337,99
1,354,90
1,216,90
1,211,90
1,341,90
1,300,90
1,328,90
1,235,99
1,337,99
1,382,90
1,50,90
1,235,99
2,233,99
2,536,99
2,522,99
2,581,99
2,372,99
2,549,99
2,557,99
2,544,99
2,556,99
2,337,99
2,584,99
2,398,99
2,554,99
2,235,99
2,235,99
2,586,99
2,518,99
2,398,99
2,398,99
2,444,108
2,417,99
2,401,99
2,518,99
2,372,99
2,532,99
2,491,99
2,434,99
2,401,99
2,590,99
2,528,99
2,468,108
2,337,99
2,235,99
2,417,99
2,337,99
2,482,99
2,509,108
2,372,99
2,233,99
2,527,99
2,468,108
2,453,99
2,337,99
2,487,99
2,467,99
2,487,99
2,398,99
2,536,99
2,446,99
2,499,117
2,446,99
2,372,99
2,529,99
2,444,108
2,510,99
2,453,99
2,499,117
2,509,108
2,372,99
2,446,99
2,535,99
2,337,99
2,468,108
2,235,99
2,235,99
2,233,99
2,235,99
2,337,99
2,233,99
2,509,108
2,499,117
2,398,99
2,235,99
2,337,99
2,419,99
2,427,99
2,398,99
2,470,99
2,446,99
2,556,99
2,509,108
2,398,99
2,499,117
2,537,99
2,337,99
2,461,99
2,439,99
2,509,108
2,444,108
2,444,108
2,509,108
2,584,99
2,555,99
2,233,99
2,468,108
2,452,99
2,468,108
2,337,99
2,542,99
2,233,99
2,558,99
2,565,99
2,235,99
2,499,117
2,566,99
2,398,99
2,398,99
2,235,99
2,460,99
2,549,99
2,492,99
2,417,99
2,463,99
2,430,99
2,372,99
2,456,99
2,527,99
2,398,99
2,558,99
2,522,99
2,337,99
2,586,99
2,401,99
2,372,99
2,431,99
2,536,99
2,551,99
2,499,117
2,337,99
2,446,99
2,456,99
2,552,99
2,434,99
2,235,99
2,398,99
2,559,99
2,449,99
2,468,108
2,398,99
2,235,99
2,499,117
2,499,117
2,372,99
2,555,99
2,557,99
2,510,99
2,449,99
2,461,99
2,402,99
2,235,99
2,509,108
2,233,99
2,460,99
2,444,108
2,449,99
2,372,99
2,509,108
2,453,99
